timerequest;seatsnumber
11.10.2021 00:04;9.59076113897809
11.10.2021 00:39;8.51959031601596
11.10.2021 00:41;8.18367658262066
11.10.2021 00:42;8.07246736935477
11.10.2021 00:49;7.8935720735049
11.10.2021 00:53;7.78364059622125
11.10.2021 00:57;8.41405243249672
11.10.2021 01:05;8.82922635473185
11.10.2021 01:16;8.38251828808963
11.10.2021 01:17;8.06965530688617
11.10.2021 01:21;7.87929148508227
11.10.2021 01:29;7.76174498465891
11.10.2021 01:38;7.52940645783701
11.10.2021 01:40;8.38526052015541
11.10.2021 01:46;8.62011072542292
11.10.2021 01:47;7.85243908535751
11.10.2021 01:47;7.85399308722424
11.10.2021 01:51;8.0519780789023
11.10.2021 01:58;7.92660259918138
11.10.2021 02:13;7.83834331555712
11.10.2021 02:14;9.70314458114435
11.10.2021 02:15;9.38597294061934
11.10.2021 02:26;8.29379960884682
11.10.2021 02:26;8.43468076984177
11.10.2021 02:30;8.26204284396694
11.10.2021 02:35;8.10681603894705
11.10.2021 02:38;7.95014988765202
11.10.2021 02:42;9.50925907635395
11.10.2021 02:47;8.84678466694523
11.10.2021 02:52;8.43054538469057
11.10.2021 02:53;8.2482674474469
11.10.2021 02:57;8.28172399041139
11.10.2021 02:58;8.29279885820037
11.10.2021 03:00;8.19918935907807
11.10.2021 03:06;9.99652241850332
11.10.2021 03:08;10.1270710070787
11.10.2021 03:08;8.93379604393486
11.10.2021 03:11;8.56617381363786
11.10.2021 03:17;8.54772239645106
11.10.2021 03:33;8.39976009452414
11.10.2021 03:33;8.22309055116153
11.10.2021 03:35;8.83898679349679
11.10.2021 03:42;10.8972021813751
11.10.2021 03:52;9.44493807333551
11.10.2021 03:52;8.92332474406756
11.10.2021 03:53;8.5434455625603
11.10.2021 04:08;8.49556089128912
11.10.2021 04:08;8.41737285613403
11.10.2021 04:16;8.57262789830434
11.10.2021 04:19;8.73648935100155
11.10.2021 04:24;8.63408694288774
11.10.2021 04:27;8.67351294567119
11.10.2021 04:29;8.82423661734664
11.10.2021 04:39;8.53797573059877
11.10.2021 04:41;9.69806112202708
11.10.2021 04:43;12.0974568371517
11.10.2021 04:48;10.6352783566883
11.10.2021 04:48;9.69171658751689
11.10.2021 04:52;9.31560088263368
11.10.2021 05:00;8.97081334141145
11.10.2021 05:06;8.58914169072882
11.10.2021 05:11;8.61740045183326
11.10.2021 05:13;8.61631428228404
11.10.2021 05:14;8.21554741194707
11.10.2021 05:16;8.06495089174914
11.10.2021 05:16;8.11342663994365
11.10.2021 05:20;7.79934339821592
11.10.2021 05:24;7.6275443904885
11.10.2021 05:25;7.55590509361135
11.10.2021 05:25;7.71154897962915
11.10.2021 05:25;7.78862606562503
11.10.2021 05:25;7.70841066725737
11.10.2021 05:26;7.76853330092603
11.10.2021 05:29;7.69530313496357
11.10.2021 05:31;7.37838371299671
11.10.2021 05:31;7.91059061225648
11.10.2021 05:32;7.62657020629066
11.10.2021 05:32;7.57353126274595
11.10.2021 05:34;7.56786260546388
11.10.2021 05:36;7.5522372875608
11.10.2021 05:37;7.33693691370762
11.10.2021 05:37;8.12474302038557
11.10.2021 05:39;7.88758403166028
11.10.2021 05:40;7.81963630236759
11.10.2021 05:44;7.38398945797851
11.10.2021 05:45;7.81439963380449
11.10.2021 05:48;7.5422134631934
11.10.2021 05:49;7.54855597916987
11.10.2021 05:50;7.6889133368648
11.10.2021 05:53;7.4770384723197
11.10.2021 05:54;7.35883089834235
11.10.2021 05:58;7.03262426102801
11.10.2021 05:59;7.11801620446533
11.10.2021 06:00;7.34987370473834
11.10.2021 06:04;7.32646561384032
11.10.2021 06:05;7.36391350140582
11.10.2021 06:06;7.27793857294566
11.10.2021 06:09;7.25134498337221
11.10.2021 06:09;7.00215595440362
11.10.2021 06:10;7.16394668434255
11.10.2021 06:14;7.7591874385078
11.10.2021 06:14;7.51860721681525
11.10.2021 06:16;7.41397029019044
11.10.2021 06:16;7.44249272279444
11.10.2021 06:17;7.2283884515736
11.10.2021 06:18;6.99117688712121
11.10.2021 06:20;7.2115567333138
11.10.2021 06:21;7.31121838441963
11.10.2021 06:24;7.34923082461333
11.10.2021 06:24;7.51425465281641
11.10.2021 06:25;7.39326309476384
11.10.2021 06:27;7.28619171470238
11.10.2021 06:28;7.27309259599952
11.10.2021 06:32;7.16857989726403
11.10.2021 06:32;7.61134771740362
11.10.2021 06:33;7.61775957660851
11.10.2021 06:34;7.42595365707754
11.10.2021 06:34;8.18200013629341
11.10.2021 06:37;7.39939808333135
11.10.2021 06:37;7.1066061377273
11.10.2021 06:37;7.08086789669078
11.10.2021 06:40;7.42117752859539
11.10.2021 06:40;7.49164547360513
11.10.2021 06:41;7.38585107812521
11.10.2021 06:42;7.68294316987829
11.10.2021 06:43;7.6889133368648
11.10.2021 06:43;7.2591161280971
11.10.2021 06:45;8.14496941708788
11.10.2021 06:46;8.71391062849392
11.10.2021 06:51;8.09101504171053
11.10.2021 06:52;7.84031298332016
11.10.2021 06:53;7.64873978895624
11.10.2021 06:53;8.02092771898158
11.10.2021 06:54;7.83002808253384
11.10.2021 06:54;7.72753511047545
11.10.2021 07:00;7.83597458172157
11.10.2021 07:01;7.62657020629066
11.10.2021 07:05;7.64444076155657
11.10.2021 07:06;7.54855597916987
11.10.2021 07:07;7.44073370738926
11.10.2021 07:08;7.07326971745971
11.10.2021 07:08;7.02642680869964
11.10.2021 07:10;7.39203156751459
11.10.2021 07:10;7.29301767977278
11.10.2021 07:10;7.36137542897735
11.10.2021 07:10;7.51261754467451
11.10.2021 07:14;7.46049030582534
11.10.2021 07:18;7.11476944836646
11.10.2021 07:18;7.12528309151071
11.10.2021 07:19;7.45587668749182
11.10.2021 07:19;7.31721240835984
11.10.2021 07:20;7.41034709782102
11.10.2021 07:28;7.40245152081824
11.10.2021 07:31;7.29437729928882
11.10.2021 07:31;6.98933526597456
11.10.2021 07:31;6.99301512293296
11.10.2021 07:32;7.4312996751559
11.10.2021 07:32;7.36201055125973
11.10.2021 07:33;7.454719949364
11.10.2021 07:34;7.36833968631138
11.10.2021 07:34;7.14361760270412
11.10.2021 07:36;6.8351845861473
11.10.2021 07:41;6.89060912014717
11.10.2021 07:41;6.97447891102505
11.10.2021 07:43;7.26612877955645
11.10.2021 07:43;7.27031288607902
11.10.2021 07:45;7.26542972325395
11.10.2021 07:45;7.15773548424991
